"quad","year","species","seedling","x","y","stem"
"Q1",2007,"Comandra umbellata","N",0.106301393380459,0.772896354208666,"N"
"Q1",2007,"Crepis acuminata","N",0.151995837905416,0.805310646892169,"N"
"Q1",2007,"Comandra umbellata","N",0.60371905056682,0.815229776385476,"N"
"Q1",2007,"Comandra umbellata","N",0.425918698780681,0.846979838568821,"N"
"Q1",2007,"Comandra umbellata","N",0.523285559998965,0.855446519444772,"N"
"Q1",2007,"Comandra umbellata","N",0.279868409177886,0.86391320921925,"N"
"Q1",2007,"Crepis acuminata","N",0.083018012073066,0.874496560314189,"N"
"Q1",2007,"Comandra umbellata","N",0.274576731405785,0.888254918962242,"N"
"Q1",2007,"Comandra umbellata","N",0.496827175587722,0.928471666470801,"N"
"Q1",2007,"Comandra umbellata","N",0.569852318164488,0.945405037121231,"N"
"Q1",2007,"Comandra umbellata","N",0.425918698780681,0.966571748209636,"N"
"Q1",2007,"Linanthus pungens","N",0.28018371120561,0.817451722891563,"N"
"Q1",2007,"Linanthus pungens","N",0.498379853933568,0.981983612037428,"N"
"Q1",2007,"Purshia tridentata","N",0.50880426851241,0.126176394751266,"Y"
"Q1",2008,"Comandra umbellata","N",0.958706088179718,0.016137130321544,"N"
"Q1",2008,"Astragalus filipes/miser","N",0.309496674255794,0.023408409861844,"N"
"Q1",2008,"Comandra umbellata","N",0.973671091451479,0.035591627011086,"N"
"Q1",2008,"Comandra umbellata","N",0.465609315133665,0.043074126422335,"N"
"Q1",2008,"Comandra umbellata","N",0.245623808416929,0.043822376808386,"N"
"Q1",2008,"Comandra umbellata","N",0.020657111309853,0.092280739214931,"N"
"Q1",2008,"Comandra umbellata","N",0.262476825374326,0.109901107245211,"N"
"Q1",2008,"Comandra umbellata","N",0.752937334348692,0.11490613678767,"N"
"Q1",2008,"Comandra umbellata","N",0.461555466870901,0.12794786151383,"N"
"Q1",2008,"Comandra umbellata","N",0.838986084251948,0.128374634838066,"N"
"Q1",2008,"Phlox longifolia","N",0.195865184440103,0.145584384818717,"N"
"Q1",2008,"Comandra umbellata","N",0.437811715852999,0.158008925553585,"N"
"Q1",2008,"Comandra umbellata","N",0.164727167349078,0.164239090857529,"N"
"Q1",2008,"Crepis acuminata","N",0.656787199784482,0.177010887685078,"N"
"Q1",2008,"Comandra umbellata","N",0.115010704590147,0.183493134893017,"N"
"Q1",2008,"Comandra umbellata","N",0.031799071846318,0.222331816566065,"N"
"Q1",2008,"Comandra umbellata","N",0.391259239822284,0.227912745386768,"N"
"Q1",2008,"Comandra umbellata","N",0.476668221274346,0.233256808783552,"N"
"Q1",2008,"Phlox longifolia","N",0.319326431399603,0.281765888341087,"N"
"Q1",2008,"Crepis acuminata","N",0.754059705478506,0.323667892162901,"N"
"Q1",2008,"Comandra umbellata","N",0.166619661442736,0.372574121850419,"N"
"Q1",2008,"Crepis acuminata","N",0.608150951386733,0.385024392674257,"N"
"Q1",2008,"Comandra umbellata","N",0.830755334454648,0.390262145376616,"N"
"Q1",2008,"Crepis acuminata","N",0.019278173418758,0.408968396129369,"N"
"Q1",2008,"Comandra umbellata","N",0.635462072680549,0.465087143938367,"N"
"Q1",2008,"Comandra umbellata","N",0.40879842659658,0.525098076032479,"N"
"Q1",2008,"Comandra umbellata","N",0.647434074408105,0.532429651987395,"N"
"Q1",2008,"Phlox longifolia","N",0.107571674480168,0.542905152942849,"N"
"Q1",2008,"Tragopogon dubius","N",0.249788403289509,0.554694481272019,"N"
"Q1",2008,"Comandra umbellata","N",0.51050431605042,0.688813902585358,"N"
"Q1",2008,"Crepis acuminata","N",0.554276950286626,0.694051650838453,"N"
"Q1",2008,"Comandra umbellata","N",0.492546315683718,0.715750912033938,"N"
"Q1",2008,"Comandra umbellata","N",0.286029307017378,0.725478158154077,"N"
"Q1",2008,"Crepis acuminata","N",0.108319924866219,0.72697465892618,"N"
"Q1",2008,"Comandra umbellata","N",0.138624056602766,0.768128412361943,"N"
"Q1",2008,"Crepis acuminata","N",0.277424432027052,0.768128412361943,"N"
"Q1",2008,"Comandra umbellata","N",0.584112926102099,0.787445053081112,"N"
"Q1",2008,"Crepis acuminata","N",0.235522432654501,0.804792659032136,"N"
"Q1",2008,"Comandra umbellata","N",0.53070707202454,0.811526912506596,"N"
"Q1",2008,"Linanthus pungens","N",0.346282950867228,0.814658206048965,"N"
"Q1",2008,"Crepis acuminata","N",0.091110174885568,0.854177162265199,"N"
"Q1",2008,"Crepis acuminata","N",0.103082176613124,0.860911411290396,"N"
"Q1",2008,"Crepis acuminata","N",0.354274027755542,0.865712722419628,"N"
"Q1",2008,"Crepis acuminata","N",0.063424923949463,0.880365912429201,"N"
"Q1",2008,"Comandra umbellata","N",0.286029307017378,0.900568659504794,"N"
"Q1",2008,"Comandra umbellata","N",0.559140573346696,0.902065160276896,"N"
"Q1",2008,"Linanthus pungens","N",0.502299589993461,0.963418252652656,"N"
"Q1",2009,"Comandra umbellata","N",0.471319798657212,0.054914455150985,"N"
"Q1",2009,"Comandra umbellata","N",0.017152481151607,0.102865761728472,"N"
"Q1",2009,"Comandra umbellata","N",0.254168908613995,0.103550779186208,"N"
"Q1",2009,"Comandra umbellata","N",0.835064669365305,0.146021923855495,"N"
"Q1",2009,"Comandra umbellata","N",0.126070434902083,0.15835226034105,"N"
"Q1",2009,"Comandra umbellata","N",0.43775388538775,0.17410769301381,"N"
"Q1",2009,"Phlox longifolia","N",0.157581291349075,0.180957876489691,"N"
"Q1",2009,"Crepis acuminata","N",0.639149356105996,0.187808064414836,"N"
"Q1",2009,"Comandra umbellata","N",0.105519880025175,0.200138396451128,"N"
"Q1",2009,"Astragalus filipes/miser","N",0.256223965436465,0.225484082430711,"N"
"Q1",2009,"Comandra umbellata","N",0.017837503058605,0.235759362093797,"N"
"Q1",2009,"Comandra umbellata","N",0.369252032831881,0.241239510654207,"N"
"Q1",2009,"Crepis acuminata","N",0.370622067747352,0.279600550577081,"N"
"Q1",2009,"Erigeron corymbosus","N",0.354866643973119,0.292615900071109,"N"
"Q1",2009,"Crepis acuminata","N",0.7610826593505,0.321386682237896,"N"
"Q1",2009,"Crepis acuminata","N",0.761767676808235,0.339197167283862,"N"
"Q1",2009,"Crepis acuminata","N",0.601473333640858,0.374818137375794,"N"
"Q1",2009,"Comandra umbellata","N",0.830269533813367,0.404958950008789,"N"
"Q1",2009,"Crepis acuminata","N",0.040443114757983,0.431674675353106,"N"
"Q1",2009,"Comandra umbellata","N",0.900141434632497,0.439894902642985,"N"
"Q1",2009,"Comandra umbellata","N",0.31719062150798,0.526892262151819,"N"
"Q1",2009,"Comandra umbellata","N",0.417888347968577,0.546072777663993,"N"
"Q1",2009,"Phlox longifolia","N",0.113740107315054,0.563198245252223,"N"
"Q1",2009,"Comandra umbellata","N",0.163746457367221,0.597449175979421,"N"
"Q1",2009,"Comandra umbellata","N",0.693950841710102,0.653620700948261,"N"
"Q1",2009,"Crepis acuminata","N",0.569277455286866,0.711162251934045,"N"
"Q1",2009,"Comandra umbellata","N",0.519956122692435,0.713217317655042,"N"
"Q1",2009,"Comandra umbellata","N",0.507625786206879,0.739933034100833,"N"
"Q1",2009,"Crepis acuminata","N",0.102094783837971,0.747468239483713,"N"
"Q1",2009,"Comandra umbellata","N",0.141825863125579,0.766648763894413,"N"
"Q1",2009,"Crepis acuminata","N",0.275404489847165,0.77418396482803,"N"
"Q1",2009,"Comandra umbellata","N",0.593938128257977,0.789254380043054,"N"
"Q1",2009,"Erigeron corymbosus","N",0.081544228961063,0.789939393051526,"N"
"Q1",2009,"Crepis acuminata","N",0.172651697665572,0.792679467331732,"N"
"Q1",2009,"Crepis acuminata","N",0.16443147927422,0.802269729537082,"N"
"Q1",2009,"Crepis acuminata","N",0.235673410559557,0.813915044115638,"N"
"Q1",2009,"Linanthus pungens","N",0.325410839899333,0.836520660264279,"N"
"Q1",2009,"Crepis acuminata","N",0.356236674439327,0.87899180938283,"N"
"Q1",2009,"Comandra umbellata","N",0.298695119004279,0.879676822391302,"N"
"Q1",2009,"Comandra umbellata","N",0.295955044724073,0.909817643922823,"N"
"Q1",2009,"Comandra umbellata","N",0.552837009605635,0.934478316893934,"N"
"Q1",2009,"Linanthus pungens","N",0.499405558917,0.974894409190015,"N"
"Q1",2009,"Comandra umbellata","N",0.597592239575126,0.812006819175539,"N"
"Q1",2010,"Crepis acuminata","N",0.589566488519266,0.004721642857656,"N"
"Q1",2010,"Astragalus lentiginosus","N",0.291587106772328,0.030537518071587,"N"
"Q1",2010,"Crepis acuminata","N",0.561522667014213,0.043721588074667,"N"
"Q1",2010,"Phlox longifolia","Y",0.6889781376606,0.162832799321503,"N"
"Q1",2010,"Comandra umbellata","N",0.007480661098857,0.221023604587582,"N"
"Q1",2010,"Tetradymia canescens","N",0.658948916997426,0.286602473653911,"Y"
"Q1",2010,"Crepis acuminata","N",0.740699362771013,0.314216496335766,"N"
"Q1",2010,"Crepis acuminata","N",0.54753666181555,0.327188603440946,"N"
"Q1",2010,"Comandra umbellata","N",0.262446946776328,0.343115243760876,"N"
"Q1",2010,"Comandra umbellata","N",0.147472544753512,0.383677823597898,"N"
"Q1",2010,"Crepis acuminata","N",0.019556642106932,0.441966356929728,"N"
"Q1",2010,"Comandra umbellata","N",0.277432705860824,0.447233630493286,"N"
"Q1",2010,"Comandra umbellata","N",0.677733519274781,0.46270455058273,"N"
"Q1",2010,"Comandra umbellata","N",0.219643455495277,0.67483908325943,"N"
"Q1",2010,"Crepis acuminata","N",0.54496484977029,0.716175323224526,"N"
"Q1",2010,"Comandra umbellata","N",0.747219566643142,0.72891192638032,"N"
"Q1",2010,"Comandra umbellata","N",0.287570409857118,0.745821822718211,"N"
"Q1",2010,"Comandra umbellata","N",0.231967901156382,0.750441434837694,"N"
"Q1",2010,"Crepis acuminata","N",0.091609794200109,0.75093837304228,"N"
"Q1",2010,"Comandra umbellata","N",0.628791348439294,0.753065058552686,"N"
"Q1",2010,"Comandra umbellata","N",0.613759668509516,0.763652596404278,"N"
"Q1",2010,"Comandra umbellata","N",0.241838293420814,0.766180841264478,"N"
"Q1",2010,"Comandra umbellata","N",0.600171689945683,0.771399831424006,"N"
"Q1",2010,"Crepis acuminata","N",0.277393845996209,0.776390369716288,"N"
"Q1",2010,"Comandra umbellata","N",0.11205358900701,0.783846747503407,"N"
"Q1",2010,"Crepis acuminata","N",0.229439660745444,0.809558990479346,"N"
"Q1",2010,"Linanthus pungens","N",0.329864020026992,0.814497717101896,"N"
"Q1",2010,"Comandra umbellata","N",0.298819740012645,0.87627657281915,"N"
"Q1",2010,"Crepis acuminata","N",0.350780010685935,0.883744723356643,"N"
"Q1",2010,"Comandra umbellata","N",0.283590214697037,0.916786161931697,"N"
"Q1",2010,"Linanthus pungens","N",0.50419855152004,0.95529270610835,"N"
"Q1",2010,"Comandra umbellata","N",0.436508284611591,0.956270089098914,"N"
"Q1",2010,"Comandra umbellata","N",0.897979152163341,0.987107104637279,"N"
"Q1",2011,"Unknown","N",0.254090135825817,0.006001298164254,"N"
"Q1",2011,"Comandra umbellata","N",0.444061349157347,0.013409650604606,"N"
"Q1",2011,"Comandra umbellata","N",0.0117313178896,0.022405504596884,"N"
"Q1",2011,"Comandra umbellata","N",0.124973212424188,0.066326423876356,"N"
"Q1",2011,"Comandra umbellata","N",0.126031540859787,0.083259794526785,"N"
"Q1",2011,"Astragalus filipes/miser","N",0.282665190456048,0.08855146340036,"N"
"Q1",2011,"Comandra umbellata","N",0.728224416154048,0.092784808287599,"N"
"Q1",2011,"Crepis acuminata","N",0.795957885407976,0.105484829601526,"N"
"Q1",2011,"Comandra umbellata","N",0.43453633094727,0.131943222911296,"N"
"Q1",2011,"Unknown","Y",0.649590091935385,0.174064971392312,"N"
"Q1",2011,"Comandra umbellata","N",0.082110630478841,0.18009747817948,"N"
"Q1",2011,"Comandra umbellata","N",0.432948824946081,0.189093332171758,"N"
"Q1",2011,"Astragalus filipes/miser","N",0.160427450827708,0.19703084882991,"N"
"Q1",2011,"Comandra umbellata","N",0.539311544605906,0.197560017496972,"N"
"Q1",2011,"Comandra umbellata","N",0.368919536361593,0.214493388147402,"N"
"Q1",2011,"Comandra umbellata","N",0.008556310336486,0.221372567471428,"N"
"Q1",2011,"Crepis acuminata","N",0.147198251948192,0.229310079680317,"N"
"Q1",2011,"Comandra umbellata","N",0.503857301753123,0.238835097890394,"N"
"Q1",2011,"Crepis acuminata","N",0.773732841434708,0.289106036725356,"N"
"Q1",2011,"Unknown","N",0.433477998062407,0.309743574697435,"N"
"Q1",2011,"Crepis acuminata","N",0.781141193875061,0.31821026002265,"N"
"Q1",2011,"Crepis acuminata","N",0.535078199718667,0.323501933345488,"N"
"Q1",2011,"Comandra umbellata","N",0.266260997371207,0.345726981768018,"N"
"Q1",2011,"Comandra umbellata","N",0.948887354334797,0.373243699064124,"N"
"Q1",2011,"Comandra umbellata","N",0.143494080177279,0.381710384389338,"N"
"Q1",2011,"Lomatium foeniculaceum","N",0.713936888838932,0.402347926810681,"N"
"Q1",2011,"Crepis acuminata","N",0.005381307232636,0.409227106134707,"N"
"Q1",2011,"Comandra umbellata","N",0.278431845568809,0.418222955677721,"N"
"Q1",2011,"Comandra umbellata","N",0.273669340913033,0.442035505652177,"N"
"Q1",2011,"Comandra umbellata","N",0.755211973681617,0.492306440037876,"N"
"Q1",2011,"Unknown","N",0.139366574362569,0.496645615099117,"N"
"Q1",2011,"Unknown","N",0.124761543177657,0.498550620520838,"N"
"Q1",2011,"Comandra umbellata","N",0.528728184612441,0.550514886632464,"N"
"Q1",2011,"Comandra umbellata","N",0.399082088094486,0.561627410843729,"N"
"Q1",2011,"Comandra umbellata","N",0.124973212424188,0.586498293703047,"N"
"Q1",2011,"Comandra umbellata","N",0.196410853449029,0.634123393651958,"N"
"Q1",2011,"Comandra umbellata","N",0.135027394852064,0.634652557869758,"N"
"Q1",2011,"Crepis acuminata","N",0.565769924567886,0.694448510465534,"N"
"Q1",2011,"Comandra umbellata","N",0.771087002548658,0.710852716898164,"N"
"Q1",2011,"Comandra umbellata","N",0.207523377660294,0.715615221553939,"N"
"Q1",2011,"Crepis acuminata","N",0.089518974020667,0.717202723105864,"N"
"Q1",2011,"Comandra umbellata","N",0.621861705392749,0.747365283737283,"N"
"Q1",2011,"Crepis acuminata","N",0.279490182902934,0.757419475063686,"N"
"Q1",2011,"Crepis acuminata","N",0.151960761053231,0.783348690807867,"N"
"Q1",2011,"Comandra umbellata","N",0.462053052692638,0.817744591877262,"N"
"Q1",2011,"Crepis acuminata","N",0.232394260519612,0.818273760544324,"N"
"Q1",2011,"Linanthus pungens","N",0.31335691975453,0.820390435212575,"N"
"Q1",2011,"Comandra umbellata","N",0.427127978506917,0.836794628297416,"N"
"Q1",2011,"Comandra umbellata","N",0.415486294527116,0.850023822727669,"N"
"Q1",2011,"Crepis acuminata","N",0.366273693026279,0.872248862251673,"N"
"Q1",2011,"Comandra umbellata","N",0.576882448779152,0.892357240455216,"N"
"Q1",2011,"Comandra umbellata","N",0.309652747983617,0.90135308999823,"N"
"Q1",2011,"Linanthus pungens","N",0.522378173955477,0.963265717262257,"N"
"Q1",2011,"Comandra umbellata","N",0.734574435709538,0.981257416348285,"N"
"Q1",2012,"Astragalus convallarius","N",0.274206215371473,0.00611045711393,"N"
"Q1",2012,"Comandra umbellata","N",0.017505629152712,0.011166684327803,"N"
"Q1",2012,"Lithospermum ruderale","N",0.26992787063643,0.015056083374167,"N"
"Q1",2012,"Comandra umbellata","N",0.458563900130979,0.039948260407065,"N"
"Q1",2012,"Astragalus filipes/miser","N",0.010504704640288,0.080398051422472,"N"
"Q1",2012,"Comandra umbellata","N",0.256314958401735,0.114624791505759,"N"
"Q1",2012,"Unknown forb","N",0.801220286695901,0.147684712320063,"N"
"Q1",2012,"Comandra umbellata","N",0.105406135695949,0.194357549818326,"N"
"Q1",2012,"Comandra umbellata","N",0.008560002892475,0.227417470632631,"N"
"Q1",2012,"Crepis acuminata","N",0.159468830047524,0.245697668841784,"N"
"Q1",2012,"Linanthus pungens","N",0.229867020860439,0.278368652865936,"N"
"Q1",2012,"Tetradymia canescens","N",0.679870918098944,0.285758509719249,"Y"
"Q1",2012,"Crepis acuminata","N",0.66470224535585,0.2966488377273,"N"
"Q1",2012,"Crepis acuminata","N",0.739378785353071,0.321152082419309,"N"
"Q1",2012,"Unknown forb","N",0.544519704926403,0.345266376973376,"N"
"Q1",2012,"Comandra umbellata","N",0.141577581976313,0.400106958253045,"N"
"Q1",2012,"Lomatium foeniculaceum","N",0.668591653300741,0.410219403782265,"N"
"Q1",2012,"Crepis acuminata","N",0.021783973887754,0.425777013315511,"N"
"Q1",2012,"Comandra umbellata","N",0.025673377383381,0.471283027095528,"N"
"Q1",2012,"Comandra umbellata","N",0.750269113361122,0.519511620652925,"N"
"Q1",2012,"Comandra umbellata","N",0.393999814561505,0.572018558945366,"N"
"Q1",2012,"Comandra umbellata","N",0.495124292100022,0.581742067684434,"N"
"Q1",2012,"Crepis acuminata","Y",0.330991493949693,0.600022252545797,"N"
"Q1",2012,"Crepis acuminata","Y",0.890676549298273,0.622580791040729,"N"
"Q1",2012,"Crepis acuminata","Y",0.50173627537303,0.632693236569949,"N"
"Q1",2012,"Comandra umbellata","N",0.141966518766465,0.669642565329144,"N"
"Q1",2012,"Comandra umbellata","N",0.27615090822076,0.751320025389525,"N"
"Q1",2012,"Comandra umbellata","N",0.751824869420257,0.754820487645737,"N"
"Q1",2012,"Crepis acuminata","N",0.102294614679152,0.762988231427143,"N"
"Q1",2012,"Tragopogon dubius","N",0.252814496145523,0.776601143661839,"N"
"Q1",2012,"Comandra umbellata","N",0.224032915616998,0.785935706712228,"N"
"Q1",2012,"Crepis acuminata","N",0.280818198644481,0.788269349699457,"N"
"Q1",2012,"Comandra umbellata","N",0.119407980271533,0.790991933926101,"N"
"Q1",2012,"Crepis acuminata","N",0.236479004133447,0.816661988988567,"N"
"Q1",2012,"Crepis acuminata","N",0.147022745980338,0.818217753946228,"N"
"Q1",2012,"Comandra umbellata","N",0.212753650818795,0.829108081954279,"N"
"Q1",2012,"Comandra umbellata","N",0.674425754094918,0.838831590693347,"N"
"Q1",2012,"Linanthus pungens","N",0.319712224702226,0.845832510756507,"N"
"Q1",2012,"Comandra umbellata","N",0.099572026003245,0.861779065978431,"N"
"Q1",2012,"Comandra umbellata","N",0.194862393849058,0.861779065978431,"N"
"Q1",2012,"Comandra umbellata","N",0.423170340778709,0.864501645755812,"N"
"Q1",2012,"Comandra umbellata","N",0.304543551959133,0.89445004555332,"N"
"Q1",2012,"Crepis acuminata","N",0.098794143524414,0.895227928032151,"N"
"Q1",2012,"Unknown asteraceae","Y",0.007004246833339,0.906507192830354,"N"
"Q1",2012,"Crepis acuminata","N",0.338381355252268,0.908062957788015,"N"
"Q1",2012,"Comandra umbellata","N",0.564355659194691,0.94112287860232,"N"
"Q1",2012,"Crepis acuminata","Y",0.322823745719023,0.964848240815498,"N"
"Q1",2012,"Crepis acuminata","N",0.973520824178373,0.971849160878659,"N"
"Q1",2012,"Comandra umbellata","N",0.432893849517777,0.974960681895455,"N"
"Q1",2012,"Linanthus pungens","N",0.485789724600369,0.978850080941819,"N"
"Q1",2013,"Comandra umbellata","N",0.864198152682936,0.70688827753643,"N"
"Q1",2013,"Comandra umbellata","N",0.910470496476031,0.440654621038481,"N"
"Q1",2013,"Comandra umbellata","N",0.75287626976676,0.319944152176061,"N"
"Q1",2013,"Comandra umbellata","N",0.704592082221791,0.016156128455635,"N"
"Q1",2013,"Comandra umbellata","N",0.683132441576805,0.839669793285093,"N"
"Q1",2013,"Comandra umbellata","N",0.752205652578636,0.749136941638278,"N"
"Q1",2013,"Lomatium foeniculaceum","N",0.689167965019926,0.423218667897241,"N"
"Q1",2013,"Comandra umbellata","N",0.576504855540001,0.518445816423429,"N"
"Q1",2013,"Crepis acuminata","N",0.609364933695605,0.343415628760419,"N"
"Q1",2013,"Comandra umbellata","N",0.405498355380739,0.564718160216523,"N"
"Q1",2013,"Comandra umbellata","N",0.588575902426242,0.197892448937391,"N"
"Q1",2013,"Comandra umbellata","N",0.426287378837599,0.194539378621768,"N"
"Q1",2013,"Comandra umbellata","N",0.427293300713537,0.181462409859589,"N"
"Q1",2013,"Comandra umbellata","N",0.51749084767254,0.571424300847769,"N"
"Q1",2013,"Comandra umbellata","N",0.480607089825688,0.755843074457023,"N"
"Q1",2013,"Comandra umbellata","N",0.556386441458764,0.796750519807621,"N"
"Q1",2013,"Comandra umbellata","N",0.562421964901884,0.926849582428784,"N"
"Q1",2013,"Linanthus pungens","N",0.500054894531302,0.975133769973753,"N"
"Q1",2013,"Comandra umbellata","N",0.450429472610083,0.96574517621501,"N"
"Q1",2013,"Comandra umbellata","N",0.296858925592059,0.916119762106292,"N"
"Q1",2013,"Linanthus pungens","N",0.317647956861422,0.843022863600715,"N"
"Q1",2013,"Comandra umbellata","N",0.231809394281478,0.824916293271351,"N"
"Q1",2013,"Comandra umbellata","N",0.190231347367756,0.857776363614454,"N"
"Q1",2013,"Crepis acuminata","N",0.274058058383326,0.774620261974509,"N"
"Q1",2013,"Tragopogon dubius","N",0.264669472437082,0.764561058840141,"N"
"Q1",2013,"Crepis acuminata","N",0.162736183279649,0.81284524638511,"N"
"Q1",2013,"Comandra umbellata","N",0.12920549574842,0.851740840171334,"N"
"Q1",2013,"Crepis acuminata","N",0.146641448889659,0.682746183763945,"N"
"Q1",2013,"Comandra umbellata","N",0.151335745769031,0.668663293125831,"N"
"Q1",2013,"Astragalus filipes/miser","N",0.28814094902144,0.529846246121546,"N"
"Q1",2013,"Linanthus pungens","Y",0.260645784933334,0.275683644322339,"N"
"Q1",2013,"Comandra umbellata","N",0.284787878705818,0.362863425653532,"N"
"Q1",2013,"Comandra umbellata","N",0.284787878705818,0.457419964804095,"N"
"Q1",2013,"Comandra umbellata","N",0.188890120804007,0.454066894488471,"N"
"Q1",2013,"Comandra umbellata","N",0.163406792655272,0.435960324159109,"N"
"Q1",2013,"Comandra umbellata","N",0.164748027031522,0.388346753802264,"N"
"Q1",2013,"Comandra umbellata","N",0.156700659836528,0.396394113184759,"N"
"Q1",2013,"Crepis acuminata","N",0.052084917551596,0.446019535105976,"N"
"Q1",2013,"Comandra umbellata","N",0.15267697233278,0.256906456804852,"N"
"Q1",2013,"Comandra umbellata","N",0.123169972305299,0.213316566139254,"N"
"Q1",2013,"Comandra umbellata","N",0.134570402003416,0.177103425480529,"N"
"Q1",2013,"Comandra umbellata","N",0.147982683265908,0.15363194108367,"N"
"Q1",2013,"Comandra umbellata","N",0.038002026913481,0.218010863018628,"N"
"Q1",2013,"Comandra umbellata","N",0.090309901962196,0.222034542709875,"N"
"Q1",2013,"Comandra umbellata","N",0.074215167572207,0.083217503518091,"N"
"Q1",2013,"Astragalus filipes/miser","N",0.035990183161607,0.097300386343707,"N"
"Q1",2013,"Purshia tridentata","N",0.495584136714638,0.091080448837914,"Y"
"Q1",2013,"Crepis acuminata","N",0.667240293124505,0.295808214653582,"N"
"Q1",2013,"Tetradymia canescens","N",0.677299496258873,0.261606909934229,"Y"
"Q1",2013,"Balsamorhiza sagittata","N",0.373815461346633,0.239401496259352,"Y"
"Q1",2014,"Purshia tridentata","N",0.5354871211268,0.047044011296902,"Y"
"Q1",2014,"Eriogonum heracleoides","N",0.686829090017748,0.520119964862489,"Y"
"Q1",2014,"Comandra umbellata","N",0.530758410184895,0.799371121372562,"N"
"Q1",2014,"Comandra umbellata","N",0.599119535248563,0.773723590098675,"N"
"Q1",2014,"Comandra umbellata","N",0.66460404312205,0.71948390254816,"N"
"Q1",2014,"Comandra umbellata","N",0.706276004098359,0.735358933812946,"N"
"Q1",2014,"Comandra umbellata","N",0.5594319648991,0.948348941823807,"N"
"Q1",2014,"Comandra umbellata","N",0.600442457124795,0.521046003925851,"N"
"Q1",2014,"Comandra umbellata","N",0.642114418101104,0.992666738740081,"N"
"Q1",2014,"Comandra umbellata","N",0.493947449213112,0.763801699464435,"N"
"Q1",2014,"Crepis acuminata","N",0.283603284954714,0.761817316650085,"N"
"Q1",2014,"Crepis acuminata","N",0.247223003670833,0.790921543239691,"N"
"Q1",2014,"Comandra umbellata","N",0.286910581832795,0.906676980847497,"N"
"Q1",2014,"Comandra umbellata","N",0.324613777180409,0.986713605922037,"N"
"Q1",2014,"Crepis acuminata","N",0.339827355319577,0.588514886801186,"N"
"Q1",2014,"Crepis acuminata","N",0.337181511567114,0.548827308639225,"N"
"Q1",2014,"Crepis acuminata","N",0.099717495720958,0.866327941747419,"N"
"Q1",2014,"Comandra umbellata","N",0.116253987923858,0.84449977766459,"N"
"Q1",2014,"Crepis acuminata","N",0.134774855128607,0.817379933889334,"N"
"Q1",2014,"Comandra umbellata","N",0.089134144148601,0.820025769829297,"N"
"Q1",2014,"Tragopogon dubius","N",0.130806097312411,0.650030636858477,"N"
"Q1",2014,"Comandra umbellata","N",0.172478058288722,0.651353558734709,"N"
"Q1",2014,"Crepis acuminata","N",0.037540292538051,0.423811433522794,"N"
"Q1",2014,"Comandra umbellata","N",0.125514425432484,0.398014511623768,"N"
"Q1",2014,"Comandra umbellata","N",0.169170761410641,0.389415535053261,"N"
"Q1",2014,"Linanthus pungens","N",0.228040667715468,0.254477761490089,"N"
"Q1",2014,"Crepis acuminata","N",0.154618652022088,0.209498503635699,"N"
"Q1",2014,"Comandra umbellata","N",0.134113402002991,0.138722323882283,"N"
